,car_I,num_agents,num_samples,frac_car_I,frac_agents_samples,frac_samples_agents
367,6.0,78.0,6.0,0.07692307692307693,13.0,0.07692307692307693
368,1.0,78.0,6.0,0.01282051282051282,13.0,0.07692307692307693
369,26.0,78.0,6.0,0.3333333333333333,13.0,0.07692307692307693
370,9.0,90.0,6.0,0.1,15.0,0.06666666666666667
371,66.0,90.0,6.0,0.7333333333333333,15.0,0.06666666666666667
372,2.0,90.0,6.0,0.022222222222222223,15.0,0.06666666666666667
373,19.0,90.0,6.0,0.2111111111111111,15.0,0.06666666666666667
374,2.0,90.0,6.0,0.022222222222222223,15.0,0.06666666666666667
375,2.0,90.0,6.0,0.022222222222222223,15.0,0.06666666666666667
376,1.0,90.0,6.0,0.011111111111111112,15.0,0.06666666666666667
377,1.0,90.0,6.0,0.011111111111111112,15.0,0.06666666666666667
378,1.0,90.0,6.0,0.011111111111111112,15.0,0.06666666666666667
379,1.0,90.0,6.0,0.011111111111111112,15.0,0.06666666666666667
380,11.0,102.0,6.0,0.10784313725490197,17.0,0.058823529411764705
381,10.0,102.0,6.0,0.09803921568627451,17.0,0.058823529411764705
382,11.0,102.0,6.0,0.10784313725490197,17.0,0.058823529411764705
383,16.0,102.0,6.0,0.1568627450980392,17.0,0.058823529411764705
384,1.0,102.0,6.0,0.00980392156862745,17.0,0.058823529411764705
385,1.0,102.0,6.0,0.00980392156862745,17.0,0.058823529411764705
386,2.0,102.0,6.0,0.0196078431372549,17.0,0.058823529411764705
387,1.0,102.0,6.0,0.00980392156862745,17.0,0.058823529411764705
388,3.0,102.0,6.0,0.029411764705882353,17.0,0.058823529411764705
389,2.0,102.0,6.0,0.0196078431372549,17.0,0.058823529411764705
390,1.0,120.0,6.0,0.008333333333333333,20.0,0.05
391,11.0,120.0,6.0,0.09166666666666666,20.0,0.05
392,1.0,120.0,6.0,0.008333333333333333,20.0,0.05
393,1.0,120.0,6.0,0.008333333333333333,20.0,0.05
394,4.0,120.0,6.0,0.03333333333333333,20.0,0.05
395,11.0,120.0,6.0,0.09166666666666666,20.0,0.05
396,3.0,120.0,6.0,0.025,20.0,0.05
397,5.0,120.0,6.0,0.041666666666666664,20.0,0.05
398,1.0,120.0,6.0,0.008333333333333333,20.0,0.05
399,1.0,120.0,6.0,0.008333333333333333,20.0,0.05
400,7.0,7.0,7.0,1.0,1.0,1.0
401,7.0,7.0,7.0,1.0,1.0,1.0
402,7.0,7.0,7.0,1.0,1.0,1.0
403,7.0,7.0,7.0,1.0,1.0,1.0
404,7.0,7.0,7.0,1.0,1.0,1.0
405,7.0,7.0,7.0,1.0,1.0,1.0
406,7.0,7.0,7.0,1.0,1.0,1.0
407,7.0,7.0,7.0,1.0,1.0,1.0
408,7.0,7.0,7.0,1.0,1.0,1.0
409,7.0,7.0,7.0,1.0,1.0,1.0
410,21.0,21.0,7.0,1.0,3.0,0.3333333333333333
411,21.0,21.0,7.0,1.0,3.0,0.3333333333333333
412,21.0,21.0,7.0,1.0,3.0,0.3333333333333333
413,21.0,21.0,7.0,1.0,3.0,0.3333333333333333
414,21.0,21.0,7.0,1.0,3.0,0.3333333333333333
415,21.0,21.0,7.0,1.0,3.0,0.3333333333333333
416,21.0,21.0,7.0,1.0,3.0,0.3333333333333333
417,21.0,21.0,7.0,1.0,3.0,0.3333333333333333
418,21.0,21.0,7.0,1.0,3.0,0.3333333333333333
419,21.0,21.0,7.0,1.0,3.0,0.3333333333333333
420,35.0,35.0,7.0,1.0,5.0,0.2
421,35.0,35.0,7.0,1.0,5.0,0.2
422,35.0,35.0,7.0,1.0,5.0,0.2
423,35.0,35.0,7.0,1.0,5.0,0.2
424,35.0,35.0,7.0,1.0,5.0,0.2
425,35.0,35.0,7.0,1.0,5.0,0.2
426,35.0,35.0,7.0,1.0,5.0,0.2
427,35.0,35.0,7.0,1.0,5.0,0.2
428,35.0,35.0,7.0,1.0,5.0,0.2
429,35.0,35.0,7.0,1.0,5.0,0.2
430,49.0,49.0,7.0,1.0,7.0,0.14285714285714285
431,4.0,49.0,7.0,0.08163265306122448,7.0,0.14285714285714285
432,49.0,49.0,7.0,1.0,7.0,0.14285714285714285
433,49.0,49.0,7.0,1.0,7.0,0.14285714285714285
434,49.0,49.0,7.0,1.0,7.0,0.14285714285714285
435,49.0,49.0,7.0,1.0,7.0,0.14285714285714285
436,49.0,49.0,7.0,1.0,7.0,0.14285714285714285
437,49.0,49.0,7.0,1.0,7.0,0.14285714285714285
438,49.0,49.0,7.0,1.0,7.0,0.14285714285714285
439,49.0,49.0,7.0,1.0,7.0,0.14285714285714285
440,63.0,63.0,7.0,1.0,9.0,0.1111111111111111
441,63.0,63.0,7.0,1.0,9.0,0.1111111111111111
442,54.0,63.0,7.0,0.8571428571428571,9.0,0.1111111111111111
443,14.0,63.0,7.0,0.2222222222222222,9.0,0.1111111111111111
444,63.0,63.0,7.0,1.0,9.0,0.1111111111111111
445,9.0,63.0,7.0,0.14285714285714285,9.0,0.1111111111111111
446,63.0,63.0,7.0,1.0,9.0,0.1111111111111111
447,63.0,63.0,7.0,1.0,9.0,0.1111111111111111
448,3.0,63.0,7.0,0.047619047619047616,9.0,0.1111111111111111
449,63.0,63.0,7.0,1.0,9.0,0.1111111111111111
450,19.0,77.0,7.0,0.24675324675324675,11.0,0.09090909090909091
451,5.0,77.0,7.0,0.06493506493506493,11.0,0.09090909090909091
452,7.0,77.0,7.0,0.09090909090909091,11.0,0.09090909090909091
453,76.0,77.0,7.0,0.987012987012987,11.0,0.09090909090909091
454,3.0,77.0,7.0,0.03896103896103896,11.0,0.09090909090909091
455,2.0,77.0,7.0,0.025974025974025976,11.0,0.09090909090909091
456,77.0,77.0,7.0,1.0,11.0,0.09090909090909091
457,3.0,77.0,7.0,0.03896103896103896,11.0,0.09090909090909091
458,1.0,77.0,7.0,0.012987012987012988,11.0,0.09090909090909091
459,77.0,77.0,7.0,1.0,11.0,0.09090909090909091
460,2.0,91.0,7.0,0.02197802197802198,13.0,0.07692307692307693
461,3.0,91.0,7.0,0.03296703296703297,13.0,0.07692307692307693
462,3.0,91.0,7.0,0.03296703296703297,13.0,0.07692307692307693
463,38.0,91.0,7.0,0.4175824175824176,13.0,0.07692307692307693
464,79.0,91.0,7.0,0.8681318681318682,13.0,0.07692307692307693
465,53.0,91.0,7.0,0.5824175824175825,13.0,0.07692307692307693
466,3.0,91.0,7.0,0.03296703296703297,13.0,0.07692307692307693
467,3.0,91.0,7.0,0.03296703296703297,13.0,0.07692307692307693
468,6.0,91.0,7.0,0.06593406593406594,13.0,0.07692307692307693
469,10.0,91.0,7.0,0.10989010989010989,13.0,0.07692307692307693
470,21.0,105.0,7.0,0.2,15.0,0.06666666666666667
471,6.0,105.0,7.0,0.05714285714285714,15.0,0.06666666666666667
472,1.0,105.0,7.0,0.009523809523809525,15.0,0.06666666666666667
473,5.0,105.0,7.0,0.047619047619047616,15.0,0.06666666666666667
474,10.0,105.0,7.0,0.09523809523809523,15.0,0.06666666666666667
475,10.0,105.0,7.0,0.09523809523809523,15.0,0.06666666666666667
476,1.0,105.0,7.0,0.009523809523809525,15.0,0.06666666666666667
477,2.0,105.0,7.0,0.01904761904761905,15.0,0.06666666666666667
478,5.0,105.0,7.0,0.047619047619047616,15.0,0.06666666666666667
479,6.0,105.0,7.0,0.05714285714285714,15.0,0.06666666666666667
480,3.0,119.0,7.0,0.025210084033613446,17.0,0.058823529411764705
481,3.0,119.0,7.0,0.025210084033613446,17.0,0.058823529411764705
482,3.0,119.0,7.0,0.025210084033613446,17.0,0.058823529411764705
483,3.0,119.0,7.0,0.025210084033613446,17.0,0.058823529411764705
484,2.0,119.0,7.0,0.01680672268907563,17.0,0.058823529411764705
485,3.0,119.0,7.0,0.025210084033613446,17.0,0.058823529411764705
486,1.0,119.0,7.0,0.008403361344537815,17.0,0.058823529411764705
487,1.0,119.0,7.0,0.008403361344537815,17.0,0.058823529411764705
488,7.0,119.0,7.0,0.058823529411764705,17.0,0.058823529411764705
489,4.0,119.0,7.0,0.03361344537815126,17.0,0.058823529411764705
490,1.0,140.0,7.0,0.007142857142857143,20.0,0.05
491,4.0,140.0,7.0,0.02857142857142857,20.0,0.05
492,6.0,140.0,7.0,0.04285714285714286,20.0,0.05
493,1.0,140.0,7.0,0.007142857142857143,20.0,0.05
494,2.0,140.0,7.0,0.014285714285714285,20.0,0.05
495,3.0,140.0,7.0,0.02142857142857143,20.0,0.05
496,11.0,140.0,7.0,0.07857142857142857,20.0,0.05
497,1.0,140.0,7.0,0.007142857142857143,20.0,0.05
498,1.0,140.0,7.0,0.007142857142857143,20.0,0.05
499,6.0,140.0,7.0,0.04285714285714286,20.0,0.05
500,8.0,8.0,8.0,1.0,1.0,1.0
501,8.0,8.0,8.0,1.0,1.0,1.0
502,8.0,8.0,8.0,1.0,1.0,1.0
503,8.0,8.0,8.0,1.0,1.0,1.0
504,8.0,8.0,8.0,1.0,1.0,1.0
505,8.0,8.0,8.0,1.0,1.0,1.0
506,8.0,8.0,8.0,1.0,1.0,1.0
507,8.0,8.0,8.0,1.0,1.0,1.0
508,8.0,8.0,8.0,1.0,1.0,1.0
509,8.0,8.0,8.0,1.0,1.0,1.0
510,24.0,24.0,8.0,1.0,3.0,0.3333333333333333
511,24.0,24.0,8.0,1.0,3.0,0.3333333333333333
512,24.0,24.0,8.0,1.0,3.0,0.3333333333333333
513,24.0,24.0,8.0,1.0,3.0,0.3333333333333333
514,24.0,24.0,8.0,1.0,3.0,0.3333333333333333
515,24.0,24.0,8.0,1.0,3.0,0.3333333333333333
516,24.0,24.0,8.0,1.0,3.0,0.3333333333333333
517,24.0,24.0,8.0,1.0,3.0,0.3333333333333333
518,24.0,24.0,8.0,1.0,3.0,0.3333333333333333
519,24.0,24.0,8.0,1.0,3.0,0.3333333333333333
520,40.0,40.0,8.0,1.0,5.0,0.2
521,40.0,40.0,8.0,1.0,5.0,0.2
522,40.0,40.0,8.0,1.0,5.0,0.2
523,40.0,40.0,8.0,1.0,5.0,0.2
524,40.0,40.0,8.0,1.0,5.0,0.2
525,40.0,40.0,8.0,1.0,5.0,0.2
526,40.0,40.0,8.0,1.0,5.0,0.2
527,40.0,40.0,8.0,1.0,5.0,0.2
528,40.0,40.0,8.0,1.0,5.0,0.2
529,40.0,40.0,8.0,1.0,5.0,0.2
530,5.0,56.0,8.0,0.08928571428571429,7.0,0.14285714285714285
531,56.0,56.0,8.0,1.0,7.0,0.14285714285714285
532,56.0,56.0,8.0,1.0,7.0,0.14285714285714285
533,56.0,56.0,8.0,1.0,7.0,0.14285714285714285
534,56.0,56.0,8.0,1.0,7.0,0.14285714285714285
535,56.0,56.0,8.0,1.0,7.0,0.14285714285714285
536,52.0,56.0,8.0,0.9285714285714286,7.0,0.14285714285714285
537,56.0,56.0,8.0,1.0,7.0,0.14285714285714285
538,56.0,56.0,8.0,1.0,7.0,0.14285714285714285
539,1.0,56.0,8.0,0.017857142857142856,7.0,0.14285714285714285
540,15.0,72.0,8.0,0.20833333333333334,9.0,0.1111111111111111
541,72.0,72.0,8.0,1.0,9.0,0.1111111111111111
542,5.0,72.0,8.0,0.06944444444444445,9.0,0.1111111111111111
543,2.0,72.0,8.0,0.027777777777777776,9.0,0.1111111111111111
544,6.0,72.0,8.0,0.08333333333333333,9.0,0.1111111111111111
545,36.0,72.0,8.0,0.5,9.0,0.1111111111111111
546,6.0,72.0,8.0,0.08333333333333333,9.0,0.1111111111111111
547,53.0,72.0,8.0,0.7361111111111112,9.0,0.1111111111111111
548,61.0,72.0,8.0,0.8472222222222222,9.0,0.1111111111111111
549,3.0,72.0,8.0,0.041666666666666664,9.0,0.1111111111111111
550,35.0,88.0,8.0,0.3977272727272727,11.0,0.09090909090909091
551,74.0,88.0,8.0,0.8409090909090909,11.0,0.09090909090909091
552,8.0,88.0,8.0,0.09090909090909091,11.0,0.09090909090909091
553,1.0,88.0,8.0,0.011363636363636364,11.0,0.09090909090909091
554,78.0,88.0,8.0,0.8863636363636364,11.0,0.09090909090909091
555,1.0,88.0,8.0,0.011363636363636364,11.0,0.09090909090909091
556,76.0,88.0,8.0,0.8636363636363636,11.0,0.09090909090909091
557,44.0,88.0,8.0,0.5,11.0,0.09090909090909091
558,3.0,88.0,8.0,0.03409090909090909,11.0,0.09090909090909091
559,6.0,88.0,8.0,0.06818181818181818,11.0,0.09090909090909091
560,4.0,104.0,8.0,0.038461538461538464,13.0,0.07692307692307693
561,9.0,104.0,8.0,0.08653846153846154,13.0,0.07692307692307693
562,12.0,104.0,8.0,0.11538461538461539,13.0,0.07692307692307693
563,4.0,104.0,8.0,0.038461538461538464,13.0,0.07692307692307693
564,1.0,104.0,8.0,0.009615384615384616,13.0,0.07692307692307693
565,1.0,104.0,8.0,0.009615384615384616,13.0,0.07692307692307693
566,1.0,104.0,8.0,0.009615384615384616,13.0,0.07692307692307693
567,8.0,104.0,8.0,0.07692307692307693,13.0,0.07692307692307693
568,2.0,104.0,8.0,0.019230769230769232,13.0,0.07692307692307693
569,2.0,104.0,8.0,0.019230769230769232,13.0,0.07692307692307693
570,6.0,120.0,8.0,0.05,15.0,0.06666666666666667
571,1.0,120.0,8.0,0.008333333333333333,15.0,0.06666666666666667
572,1.0,120.0,8.0,0.008333333333333333,15.0,0.06666666666666667
573,1.0,120.0,8.0,0.008333333333333333,15.0,0.06666666666666667
574,9.0,120.0,8.0,0.075,15.0,0.06666666666666667
575,1.0,120.0,8.0,0.008333333333333333,15.0,0.06666666666666667
576,8.0,120.0,8.0,0.06666666666666667,15.0,0.06666666666666667
577,18.0,120.0,8.0,0.15,15.0,0.06666666666666667
578,1.0,120.0,8.0,0.008333333333333333,15.0,0.06666666666666667
579,12.0,120.0,8.0,0.1,15.0,0.06666666666666667
580,14.0,136.0,8.0,0.10294117647058823,17.0,0.058823529411764705
581,6.0,136.0,8.0,0.04411764705882353,17.0,0.058823529411764705
582,5.0,136.0,8.0,0.03676470588235294,17.0,0.058823529411764705
583,5.0,136.0,8.0,0.03676470588235294,17.0,0.058823529411764705
584,4.0,136.0,8.0,0.029411764705882353,17.0,0.058823529411764705
585,11.0,136.0,8.0,0.08088235294117647,17.0,0.058823529411764705
586,1.0,136.0,8.0,0.007352941176470588,17.0,0.058823529411764705
587,2.0,136.0,8.0,0.014705882352941176,17.0,0.058823529411764705
588,2.0,136.0,8.0,0.014705882352941176,17.0,0.058823529411764705
589,4.0,136.0,8.0,0.029411764705882353,17.0,0.058823529411764705
590,1.0,160.0,8.0,0.00625,20.0,0.05
591,11.0,160.0,8.0,0.06875,20.0,0.05
592,3.0,160.0,8.0,0.01875,20.0,0.05
593,5.0,160.0,8.0,0.03125,20.0,0.05
594,1.0,160.0,8.0,0.00625,20.0,0.05
595,1.0,160.0,8.0,0.00625,20.0,0.05
596,6.0,160.0,8.0,0.0375,20.0,0.05
597,3.0,160.0,8.0,0.01875,20.0,0.05
598,5.0,160.0,8.0,0.03125,20.0,0.05
599,9.0,160.0,8.0,0.05625,20.0,0.05
600,9.0,9.0,9.0,1.0,1.0,1.0
601,9.0,9.0,9.0,1.0,1.0,1.0
602,9.0,9.0,9.0,1.0,1.0,1.0
603,9.0,9.0,9.0,1.0,1.0,1.0
604,9.0,9.0,9.0,1.0,1.0,1.0
605,9.0,9.0,9.0,1.0,1.0,1.0
606,9.0,9.0,9.0,1.0,1.0,1.0
607,9.0,9.0,9.0,1.0,1.0,1.0
608,9.0,9.0,9.0,1.0,1.0,1.0
609,9.0,9.0,9.0,1.0,1.0,1.0
610,27.0,27.0,9.0,1.0,3.0,0.3333333333333333
611,27.0,27.0,9.0,1.0,3.0,0.3333333333333333
612,27.0,27.0,9.0,1.0,3.0,0.3333333333333333
613,27.0,27.0,9.0,1.0,3.0,0.3333333333333333
614,27.0,27.0,9.0,1.0,3.0,0.3333333333333333
615,27.0,27.0,9.0,1.0,3.0,0.3333333333333333
616,27.0,27.0,9.0,1.0,3.0,0.3333333333333333
617,27.0,27.0,9.0,1.0,3.0,0.3333333333333333
618,27.0,27.0,9.0,1.0,3.0,0.3333333333333333
619,27.0,27.0,9.0,1.0,3.0,0.3333333333333333
620,45.0,45.0,9.0,1.0,5.0,0.2
621,45.0,45.0,9.0,1.0,5.0,0.2
622,45.0,45.0,9.0,1.0,5.0,0.2
623,45.0,45.0,9.0,1.0,5.0,0.2
624,45.0,45.0,9.0,1.0,5.0,0.2
625,45.0,45.0,9.0,1.0,5.0,0.2
626,45.0,45.0,9.0,1.0,5.0,0.2
627,45.0,45.0,9.0,1.0,5.0,0.2
628,45.0,45.0,9.0,1.0,5.0,0.2
629,45.0,45.0,9.0,1.0,5.0,0.2
630,17.0,63.0,9.0,0.2698412698412698,7.0,0.14285714285714285
631,57.0,63.0,9.0,0.9047619047619048,7.0,0.14285714285714285
632,42.0,63.0,9.0,0.6666666666666666,7.0,0.14285714285714285
633,4.0,63.0,9.0,0.06349206349206349,7.0,0.14285714285714285
634,63.0,63.0,9.0,1.0,7.0,0.14285714285714285
635,2.0,63.0,9.0,0.031746031746031744,7.0,0.14285714285714285
636,63.0,63.0,9.0,1.0,7.0,0.14285714285714285
637,63.0,63.0,9.0,1.0,7.0,0.14285714285714285
638,63.0,63.0,9.0,1.0,7.0,0.14285714285714285
639,3.0,63.0,9.0,0.047619047619047616,7.0,0.14285714285714285
640,78.0,81.0,9.0,0.9629629629629629,9.0,0.1111111111111111
641,6.0,81.0,9.0,0.07407407407407407,9.0,0.1111111111111111
642,18.0,81.0,9.0,0.2222222222222222,9.0,0.1111111111111111
643,53.0,81.0,9.0,0.654320987654321,9.0,0.1111111111111111
644,18.0,81.0,9.0,0.2222222222222222,9.0,0.1111111111111111
645,23.0,81.0,9.0,0.2839506172839506,9.0,0.1111111111111111
646,2.0,81.0,9.0,0.024691358024691357,9.0,0.1111111111111111
647,30.0,81.0,9.0,0.37037037037037035,9.0,0.1111111111111111
648,9.0,81.0,9.0,0.1111111111111111,9.0,0.1111111111111111
649,40.0,81.0,9.0,0.49382716049382713,9.0,0.1111111111111111
650,4.0,99.0,9.0,0.04040404040404041,11.0,0.09090909090909091
651,7.0,99.0,9.0,0.0707070707070707,11.0,0.09090909090909091
652,2.0,99.0,9.0,0.020202020202020204,11.0,0.09090909090909091
653,13.0,99.0,9.0,0.13131313131313133,11.0,0.09090909090909091
654,1.0,99.0,9.0,0.010101010101010102,11.0,0.09090909090909091
655,7.0,99.0,9.0,0.0707070707070707,11.0,0.09090909090909091
656,12.0,99.0,9.0,0.12121212121212122,11.0,0.09090909090909091
657,13.0,99.0,9.0,0.13131313131313133,11.0,0.09090909090909091
658,23.0,99.0,9.0,0.23232323232323232,11.0,0.09090909090909091
659,38.0,99.0,9.0,0.3838383838383838,11.0,0.09090909090909091
660,1.0,117.0,9.0,0.008547008547008548,13.0,0.07692307692307693
661,1.0,117.0,9.0,0.008547008547008548,13.0,0.07692307692307693
662,1.0,117.0,9.0,0.008547008547008548,13.0,0.07692307692307693
663,3.0,117.0,9.0,0.02564102564102564,13.0,0.07692307692307693
664,32.0,117.0,9.0,0.27350427350427353,13.0,0.07692307692307693
665,30.0,117.0,9.0,0.2564102564102564,13.0,0.07692307692307693
666,5.0,117.0,9.0,0.042735042735042736,13.0,0.07692307692307693
667,4.0,117.0,9.0,0.03418803418803419,13.0,0.07692307692307693
668,15.0,117.0,9.0,0.1282051282051282,13.0,0.07692307692307693
669,3.0,117.0,9.0,0.02564102564102564,13.0,0.07692307692307693
670,1.0,135.0,9.0,0.007407407407407408,15.0,0.06666666666666667
671,1.0,135.0,9.0,0.007407407407407408,15.0,0.06666666666666667
672,10.0,135.0,9.0,0.07407407407407407,15.0,0.06666666666666667
673,1.0,135.0,9.0,0.007407407407407408,15.0,0.06666666666666667
674,12.0,135.0,9.0,0.08888888888888889,15.0,0.06666666666666667
675,2.0,135.0,9.0,0.014814814814814815,15.0,0.06666666666666667
676,2.0,135.0,9.0,0.014814814814814815,15.0,0.06666666666666667
677,31.0,135.0,9.0,0.22962962962962963,15.0,0.06666666666666667
678,1.0,135.0,9.0,0.007407407407407408,15.0,0.06666666666666667
679,3.0,135.0,9.0,0.022222222222222223,15.0,0.06666666666666667
680,3.0,153.0,9.0,0.0196078431372549,17.0,0.058823529411764705
681,1.0,153.0,9.0,0.006535947712418301,17.0,0.058823529411764705
682,16.0,153.0,9.0,0.10457516339869281,17.0,0.058823529411764705
683,8.0,153.0,9.0,0.05228758169934641,17.0,0.058823529411764705
684,1.0,153.0,9.0,0.006535947712418301,17.0,0.058823529411764705
685,8.0,153.0,9.0,0.05228758169934641,17.0,0.058823529411764705
686,3.0,153.0,9.0,0.0196078431372549,17.0,0.058823529411764705
687,21.0,153.0,9.0,0.13725490196078433,17.0,0.058823529411764705
688,6.0,153.0,9.0,0.0392156862745098,17.0,0.058823529411764705
689,2.0,153.0,9.0,0.013071895424836602,17.0,0.058823529411764705
690,3.0,180.0,9.0,0.016666666666666666,20.0,0.05
691,5.0,180.0,9.0,0.027777777777777776,20.0,0.05
692,2.0,180.0,9.0,0.011111111111111112,20.0,0.05
693,14.0,180.0,9.0,0.07777777777777778,20.0,0.05
694,2.0,180.0,9.0,0.011111111111111112,20.0,0.05
695,1.0,180.0,9.0,0.005555555555555556,20.0,0.05
696,1.0,180.0,9.0,0.005555555555555556,20.0,0.05
697,1.0,180.0,9.0,0.005555555555555556,20.0,0.05
698,4.0,180.0,9.0,0.022222222222222223,20.0,0.05
699,2.0,180.0,9.0,0.011111111111111112,20.0,0.05
700,3.0,3.0,3.0,1.0,1.0,1.0
701,1.0,3.0,3.0,0.3333333333333333,1.0,1.0
702,3.0,3.0,3.0,1.0,1.0,1.0
703,3.0,3.0,3.0,1.0,1.0,1.0
704,3.0,3.0,3.0,1.0,1.0,1.0
705,3.0,3.0,3.0,1.0,1.0,1.0
